exit_status,runid,read_id,filename,barcode,accuracy,identity,model,name,start,end,coverage,URL,categories,seq_id,seq_len,taxon,taxon_id,cluster_id
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,7b3f7731-5468-462d-b72b-84bcd696da94,highQuality-reads100_batch5_23.fastq,none,77.58,85.69,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsC gene conferring resistance to kasugamicin,386,1074,94.313,https://card.mcmaster.ca/ontology/39917,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2335,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,3ade2615-16cd-4ecd-8a1e-8df119d332a4,highQuality-reads100_batch5_23.fastq,none,72.84,80.34,protein homolog model,ceoB,0,1497,48.525,https://card.mcmaster.ca/ontology/39444,efflux pump conferring antibiotic resistance,0147,3085,Burkholderia cepacia,292,40
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,e8efb852-f33d-481a-9c5a-a1479e194279,highQuality-reads100_batch5_23.fastq,none,81.94,88.06,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to tobramycin,683,822,52.453,https://card.mcmaster.ca/ontology/39992,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2349,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,9778c22d-dd76-46d4-96cb-e6f2aa3b80e2,highQuality-reads100_batch5_23.fastq,none,91.38,93.81,protein variant model,Escherichia coli rpoB mutants conferring resistance to rifampicin,1181,1525,18.511,https://card.mcmaster.ca/ontology/39872,antibiotic resistant gene variant or mutant. rifampin resistance gene,2261,4030,Escherichia coli O157:H7 str. Sakai,386585,2
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,c9d77148-2c82-481c-be1e-522c57c6a1a4,highQuality-reads100_batch5_23.fastq,none,92.31,93.75,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,1480,1544,8.344,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,848b2b34-92c9-4dda-9eba-105d5d621580,highQuality-reads100_batch5_23.fastq,none,82.38,90.19,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,0,631,61.19,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,de7664ce-d624-4521-975d-f8dd57c512df,highQuality-reads100_batch5_23.fastq,none,84.5,90.83,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,1111,1235,14.828,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,ca7c2518-15c5-4fa5-b498-29730c9662ae,highQuality-reads100_batch5_23.fastq,none,77.08,85.25,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,857,1086,14.822,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,fa06499c-80fa-4896-a854-2e907b52c61f,highQuality-reads100_batch5_23.fastq,none,95.2,98.17,protein homolog model,tetX,613,1168,92.617,https://card.mcmaster.ca/ontology/36344,tetracycline resistance gene. antibiotic inactivation enzyme,1574,1168,Bacteroides fragilis,817,288
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,c9d5c9a9-139b-4f2d-b11d-b553ac36a879,highQuality-reads100_batch5_23.fastq,none,91.88,94.23,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,235,394,100,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,a09de55b-2661-4b0d-a477-81303b20a35d,highQuality-reads100_batch5_23.fastq,none,76.91,83.86,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,120,974,56.895,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,7ad98b68-938a-4984-8c76-17ef0f3166ea,highQuality-reads100_batch5_23.fastq,none,72.43,81.58,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,713,1204,52.571,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,e40c6f02-4790-493f-a83e-2294e13a8e6e,highQuality-reads100_batch5_23.fastq,none,82.41,88.52,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,781,1220,98.618,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,f74b1faa-9533-4723-9726-e4c848a70814,highQuality-reads100_batch5_23.fastq,none,80.65,85.78,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin,1320,1533,75.912,https://card.mcmaster.ca/ontology/39956,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2324,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,6bf36d91-92c9-4a70-8340-9d172b3cbcf2,highQuality-reads100_batch5_23.fastq,none,78.3,85.99,protein homolog model,mtrA,0,664,96.512,https://card.mcmaster.ca/ontology/37196,gene modulating antibiotic efflux. efflux pump conferring antibiotic resistance,1512,688,Mycobacterium tuberculosis H37Rv,83332,658
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,ee0fb56a-a476-400c-b216-e75d6d0b6f10,highQuality-reads100_batch5_59.fastq,none,70.33,83.29,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,824,1263,29.247,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,a16b9c78-f5b8-4c88-ada3-7e40afc2ffe5,highQuality-reads100_batch5_59.fastq,none,72.84,82.26,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,657,1496,74.074,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,02a3365a-088b-4360-8e48-6f141fe93708,highQuality-reads100_batch5_59.fastq,none,77.19,84.08,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,239,744,73.13,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,5fec5d8a-6fc5-4534-be76-858849b88857,highQuality-reads100_batch5_59.fastq,none,89.1,98.34,protein homolog model,sul1,0,257,30.559,https://card.mcmaster.ca/ontology/36549,sulfonamide resistance gene. antibiotic target replacement protein,0004,841,Vibrio fluvialis,676,505
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,1e6fc26d-34db-4bcf-a75c-940e93935d42,highQuality-reads100_batch5_59.fastq,none,80.05,85.89,rRNA mutation model,Mycobacterium smegmatis 16S rRNA mutation in the rrsA gene conferring resistance to neomycin,670,1528,56.152,https://card.mcmaster.ca/ontology/40146,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2331,1528,Mycobacterium smegmatis str. MC2 155,246196,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,2c613993-969b-4f58-bb21-64929ef0ff57,highQuality-reads100_batch5_59.fastq,none,90.83,97.32,protein homolog model,CfxA,191,306,100,https://card.mcmaster.ca/ontology/39435,beta-lactam resistance gene. antibiotic inactivation enzyme,1781,967,Bacteroides vulgatus,821,372
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,f8766d9c-51c4-4074-bbe2-590e226bb241,highQuality-reads100_batch5_59.fastq,none,80.82,88.93,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,616,1127,45.127,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,518e280e-e907-4400-8d8d-10f069a11689,highQuality-reads100_batch5_59.fastq,none,71.73,80.11,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,125,1499,91.539,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,ff4839ea-dd2a-494a-bea0-1e537fbc6dda,highQuality-reads100_batch5_59.fastq,none,79.03,83.32,protein wild type model,antibiotic sensitive embB,1262,3161,59.381,https://card.mcmaster.ca/ontology/37145,,2297,3198,Mycobacterium avium,1764,19
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,f3a0c971-adbe-405f-b262-84c1df9abefb,highQuality-reads100_batch5_59.fastq,none,84.58,89.92,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A,1294,1541,40.198,https://card.mcmaster.ca/ontology/39983,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2316,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,331c13eb-cccb-4fd0-8b55-9fcf1cdc31ca,highQuality-reads100_batch5_59.fastq,none,74.46,82.56,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,879,1543,86.968,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,1e133e07-8164-4850-a2e6-9d2e62d7fe96,highQuality-reads100_batch5_59.fastq,none,84.04,87.21,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,1054,1545,33.897,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,b75f4e3e-3ec8-4901-9952-b7f1c77108de,highQuality-reads100_batch5_59.fastq,none,76.25,83.62,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,13,1050,94.118,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,4c2efd0f-07b3-498c-845c-6bb8169e66e2,highQuality-reads100_batch5_59.fastq,none,96.8,98.1,protein homolog model,mdtC,917,1445,99.436,https://card.mcmaster.ca/ontology/37174,efflux pump conferring antibiotic resistance,1596,3079,Escherichia coli str. K-12 substr. MG1655,511145,41
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,c70a4ad8-969f-4f7d-a5f8-dba4f121bddc,highQuality-reads100_batch5_59.fastq,none,74.94,79.2,protein variant model,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones,1537,2709,42.28,https://card.mcmaster.ca/ontology/40319,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2257,2772,Pseudomonas aeruginosa PAO1,208964,47
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,9bf6ce84-52d0-4fbe-8a59-22b810acdf12,highQuality-reads100_batch5_59.fastq,none,77.42,85.28,rRNA mutation model,Mycobacterium abscessus 16S rRNA mutation conferring resistance to gentamicin,845,1052,29.403,https://card.mcmaster.ca/ontology/39824,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2342,1504,Mycobacterium abscessus,36809,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,549f375e-cab8-4051-920f-727831ef7f3c,highQuality-reads100_batch5_59.fastq,none,89.64,91.84,rRNA mutation model,Escherichia coli 16S rRNA mutation conferring resistance to edeine,1294,1541,90.217,https://card.mcmaster.ca/ontology/39807,polyamine resistance gene. antibiotic resistant gene variant or mutant. peptide antibiotic resistance gene,2347,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,88f3b1bb-8e5c-4d36-8822-8a727bca952b,highQuality-reads100_batch5_59.fastq,none,82.05,90.91,protein variant model,Pseudomonas aeruginosa parE conferring resistance to fluoroquinolones,1535,1718,64.384,https://card.mcmaster.ca/ontology/40320,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2250,1890,Pseudomonas aeruginosa PAO1,208964,110
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,973e00c3-ff27-4939-95fb-7c9a7249d725,highQuality-reads100_batch5_59.fastq,none,87.86,89.87,protein variant model,Mycobacterium tuberculosis rpoB mutants conferring resistance to rifampicin,2899,3208,89.855,https://card.mcmaster.ca/ontology/39867,antibiotic resistant gene variant or mutant. rifampin resistance gene,2246,3520,Mycobacterium tuberculosis H37Rv,83332,8
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,0a41fec9-7e09-40bc-acde-14545b92fcfb,highQuality-reads100_batch5_59.fastq,none,72.28,82.24,rRNA mutation model,Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to kanamycin,771,1537,89.359,https://card.mcmaster.ca/ontology/40020,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2346,1537,Mycobacterium tuberculosis H37Rv,83332,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,6c83145b-f6a4-435d-82bf-8284dc939385,highQuality-reads100_batch5_59.fastq,none,72.7,82.73,rRNA mutation model,Mycobacterium abscessus 16S rRNA mutation conferring resistance to tobramycin,0,1500,99.734,https://card.mcmaster.ca/ontology/39821,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2350,1504,Mycobacterium abscessus,36809,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,192dc1c1-d73c-44ec-9fe2-843b5a2b19f8,highQuality-reads100_batch5_59.fastq,none,71.52,78.93,protein variant model,Campylobacter jejuni gyrA conferring resistance to fluoroquinolone,690,2523,70.718,https://card.mcmaster.ca/ontology/40474,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2271,2592,Campylobacter jejuni subsp. jejuni NCTC 11168,192222,58
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,e384cf70-363c-472b-9faf-c9c99b7c7d6e,highQuality-reads100_batch5_59.fastq,none,100,100,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,1485,1544,7.007,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,a75978b8-2701-49c4-97e2-6f12910531d0,highQuality-reads100_batch5_59.fastq,none,77.67,84.52,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to tetracycline,0,1542,100,https://card.mcmaster.ca/ontology/39994,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2319,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,cd89ce6b-cf8a-4b4d-bbc3-05971ddc07fa,highQuality-reads100_batch5_59.fastq,none,80.93,85.67,protein variant model,Mycobacterium tuberculosis mutant embC conferring resistance to ethambutol,927,1595,98.671,https://card.mcmaster.ca/ontology/39911,antibiotic resistant gene variant or mutant. ethambutol resistance gene,2188,3286,Mycobacterium tuberculosis H37Rv,83332,14
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,a93f2dc7-8009-49b9-8325-af27adb282b7,highQuality-reads100_batch5_59.fastq,none,79.9,86.79,rRNA mutation model,Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin,50,446,25.631,https://card.mcmaster.ca/ontology/40097,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2323,1545,Neisseria gonorrhoeae,485,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,5230d7c0-727b-4c49-b8db-19edba97cb83,highQuality-reads100_batch5_59.fastq,none,71.15,82.66,rRNA mutation model,Mycobacterium tuberculosis 16S rRNA mutation conferring resistance to viomycin,309,1535,83.275,https://card.mcmaster.ca/ontology/40021,antibiotic resistant gene variant or mutant. peptide antibiotic resistance gene,2318,1537,Mycobacterium tuberculosis H37Rv,83332,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,36cc18bd-2bc7-443f-bff6-391e80df0d17,highQuality-reads100_batch5_59.fastq,none,73.94,79.05,protein homolog model,Streptomyces cinnamoneus EF-Tu mutants conferring resistance to elfamycin,27,504,39.95,https://card.mcmaster.ca/ontology/39943,elfamycin resistance gene. antibiotic resistant gene variant or mutant. gene involved in self resistance to antibiotic,0015,1194,Streptomyces cinnamoneus,53446,265
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,41640d6a-a98b-410c-a667-35303cf2f5d9,highQuality-reads100_batch5_59.fastq,none,83.4,89.93,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,519,984,96.266,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,e4034a7f-07af-471a-8a9b-f77e755a2bf8,highQuality-reads100_batch5_59.fastq,none,81.9,88.12,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,101,1544,93.459,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,404187fd-f580-4385-aa9b-40032f9c807c,highQuality-reads100_batch5_59.fastq,none,80.84,87.32,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,134,851,100,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,2b96602c-cdb6-4f81-afe9-3e361128b180,highQuality-reads100_batch5_59.fastq,none,71.11,81.35,protein variant model,Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,28,1045,82.683,https://card.mcmaster.ca/ontology/39953,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2259,1230,Escherichia coli CFT073,199310,242
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,2ab2db23-f23c-4043-8b36-ad9a8183a4c7,highQuality-reads100_batch5_59.fastq,none,91.71,97.36,protein homolog model,mdtL,0,1177,100,https://card.mcmaster.ca/ontology/37614,efflux pump conferring antibiotic resistance,1752,1177,Escherichia coli str. K-12 substr. MG1655,511145,279
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,3391f0dd-8ed1-480a-a864-a87f37a3afee,highQuality-reads100_batch5_59.fastq,none,70.37,77.82,protein variant model,Enteroccocus faecium EF-Tu mutants conferring resistance to GE2270A,309,1250,73.978,https://card.mcmaster.ca/ontology/40022,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2260,1272,Enterococcus faecium DO,333849,220
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,ca92be44-469a-498f-a58a-5a18e5394846,highQuality-reads100_batch5_59.fastq,none,85.34,89.07,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,1113,1304,48.031,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,e22f1645-faab-4d6d-9449-d5287f096861,highQuality-reads100_batch5_59.fastq,none,73.71,83.9,rRNA mutation model,Mycobacterium abscessus 16S rRNA mutation conferring resistance to gentamicin,269,738,82.723,https://card.mcmaster.ca/ontology/39824,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2342,1504,Mycobacterium abscessus,36809,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,e173afd8-8e8a-4d21-9d5b-d0e99c31ada3,highQuality-reads100_batch5_59.fastq,none,79.55,86.64,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,339,593,100,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,44ea042d-d565-456f-bd6b-0bda70842027,highQuality-reads100_batch5_59.fastq,none,79.04,85.99,rRNA mutation model,Chlamydophila psittaci 16S rRNA mutation conferring resistance to spectinomycin,0,440,34.431,https://card.mcmaster.ca/ontology/40087,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2325,1507,Chlamydia psittaci 6BC,331636,152
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,f85baab1-0952-40f5-9b24-806b8645b7f2,highQuality-reads100_batch5_59.fastq,none,81.48,86.27,rRNA mutation model,Pasteurella multocida 16S rRNA mutation conferring resistance to spectinomycin,252,410,53.041,https://card.mcmaster.ca/ontology/40095,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2317,1551,Pasteurella multocida 36950,1075089,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,5a28d137-be50-4bc2-baae-67f58f212832,highQuality-reads100_batch5_59.fastq,none,80.03,88.46,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,1,625,74.757,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,fbe2aa5c-6c1b-4b8b-b359-2f8ffc0f0350,highQuality-reads100_batch5_59.fastq,none,72.7,79.72,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,555,1307,50.1,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,d27ff843-cd84-4172-931c-a616b86fd21b,highQuality-reads100_batch5_52.fastq,none,82.26,90.05,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,362,788,97.763,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,dc11ead3-7897-4960-8149-d45549738562,highQuality-reads100_batch5_52.fastq,none,73.18,78.93,rRNA mutation model,Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to streptomycin,1155,1526,71.79,https://card.mcmaster.ca/ontology/40143,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2329,1528,Mycobacterium smegmatis str. MC2 155,246196,146
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,db6b2596-5334-4e4f-8ef3-88eb027396d9,highQuality-reads100_batch5_52.fastq,none,78.49,84.53,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrnB gene conferring resistance to streptomycin,359,1542,76.719,https://card.mcmaster.ca/ontology/39990,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2312,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,8a6a109d-93f8-4a63-bada-b18830eb66e9,highQuality-reads100_batch5_52.fastq,none,77.07,89.63,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to gentamicin C,0,153,26.326,https://card.mcmaster.ca/ontology/39980,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2330,1542,Escherichia coli K-12,83333,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,e557fe31-6855-4f1b-a51b-0f11f16f7177,highQuality-reads100_batch5_52.fastq,none,88.13,90.76,protein homolog model,tet36,1007,1760,100,https://card.mcmaster.ca/ontology/36336,tetracycline resistance gene. antibiotic target protection protein,1187,1923,Bacteroides coprosuis DSM 18011,679937,105
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,54def818-7965-4fd3-9dbf-25f08329de28,highQuality-reads100_batch5_52.fastq,none,85.36,91.67,rRNA mutation model,Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin,214,874,58.011,https://card.mcmaster.ca/ontology/40099,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2343,1544,Neisseria meningitidis,487,141
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,ee651b5c-4f21-4893-ba1b-e34a8c129085,highQuality-reads100_batch5_52.fastq,none,72.91,82.18,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,134,776,42.771,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,65c6ce8d-f644-4d4c-bb9c-5c1908cbd5d5,highQuality-reads100_batch5_52.fastq,none,73.85,83.96,rRNA mutation model,Helicobacter pylori 16S rRNA mutation conferring resistance to tetracycline,676,1501,54.963,https://card.mcmaster.ca/ontology/40112,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2355,1501,Helicobacter pylori 26695,85962,153
Workflow successful,94c6938002a133b5dd02845ae2206adc8ec4f2d8,ebd5abed-73c0-40ff-9bdf-7df7e21b3475,highQuality-reads100_batch5_52.fastq,none,79.33,85.54,rRNA mutation model,Mycobacterium smegmatis 16S rRNA mutation in the rrsB gene conferring resistance to kanamycin A,1353,1528,22.398,https://card.mcmaster.ca/ontology/40144,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2351,1528,Mycobacterium smegmatis str. MC2 155,246196,146
